time,city,time_dummy,city_dummy,edu_year,diff,labor,labor_time,人口自然增长率,文盲人数,illiteracy,urbanization,年末常住人口,人口总数,PERGDP,edu_install,edu_con,elec,GDP
2009,陕西,0,1,8.584544566,0,-0.037579344,0,4,2030,5.45E-05,0.457563588,3727,3350.4,21947,463.7457,0.037117443,740.11,12494.01
2010,陕西,0,1,8.598954323,0,-0.035053501,0,3.72,1720,4.61E-05,0.434934263,3735,3274,27133,514.3635,0.072404772,859.22,7104
2011,陕西,1,1,8.951921156,1,-0.034758099,-0.034758099,3.69,1410,3.77E-05,0.420925229,3743,3197.6,33464,683.8342,0.129399113,982.47,5284.69
2012,陕西,1,1,9.135231317,1,-0.036128346,-0.036128346,3.88,1243,3.31E-05,0.406148867,3753,3131.5,38564,788.2631,0.07060569,1066.7,11164.3
2013,陕西,1,1,9.282965322,1,-0.035669011,-0.035669011,3.86,1132,3.01E-05,0.391186807,3764,3106.3,43117,892.692,0.138979758,1152.2,6423.18
2014,陕西,1,1,9.139581188,1,-0.035777577,-0.035777577,3.87,1508,3.99E-05,0.372357724,3775,3115.5,46929,910.1672,0.151078887,1226.01,6024.45
2005,上海,0,0,10.0257261,0,-0.001745848,0,0.96,11213,0.00059328,0.895713108,1890,1661.35,51474,422.9482,0.04004285,921.97,10562.39
2006,上海,0,0,10.43824154,0,0.023353439,0,1.58,747,3.80E-05,0.896066253,1964,1652.5,57310,370.7275,0.079280837,990.15,4676.13
2007,上海,0,0,10.45459596,0,0.020516497,0,3.04,621,3.01E-05,0.893277311,2064,1670.8,62041,431.832,0.344316959,1072.38,1254.17
2008,上海,0,0,10.5454212,0,0.010106202,0,2.72,616,2.88E-05,0.893054964,2141,1685.4,66932,482.3026,0.082821337,1138.22,5823.41
2009,上海,0,0,10.64690722,0,0.005227931,0,2.7,592,2.68E-05,0.892748589,2210,1681.4,69165,493.7339,0.015537456,1153.38,31777.01
2010,上海,0,0,10.12173366,0,0.022281448,0,1.98,517,2.24E-05,0.885972851,2303,1843.5,76074,558.2736,0.059141659,1295.87,9439.6
2011,上海,1,0,10.48339676,0,0.000405515,0.000405515,1.87,442,1.88E-05,0.886034563,2347,2005.6,82560,710.6255,0.076137903,1339.62,9333.4
2012,上海,1,0,10.65430283,0,-0.027939497,-0.027939497,4.2,406,1.71E-05,0.886627907,2380,1986.2,85373,808.7985,0.053875148,1353.4,15012.46
2013,上海,1,0,10.56153523,0,-0.014694118,-0.014694118,2.94,658,2.72E-05,0.886965377,2415,1993.2,90993,906.9715,0.035185424,1410.6,25776.91
2014,上海,1,0,10.81560396,0,-0.026845135,-0.026845135,3.14,566,2.33E-05,0.891005291,2426,2001.9,97370,989.2212,0.170548028,1369.03,5800.25
2005,四川,0,1,6.837249004,0,-0.030882842,0,2.9,141104,0.001718266,0.463022113,8212,8062.15,9060,363.2254,0.08139067,942.59,4462.74
2006,四川,0,1,7.242265601,0,-0.03383624,0,2.86,7678,9.40E-05,0.448994696,8169,7632.4,10546,365.4194,0.045014696,1059.44,8117.78
2007,四川,0,1,7.433568311,0,-0.034341388,0,2.92,6461,7.95E-05,0.435364042,8127,7520.1,12963,500.9787,0.142195841,1177.51,3523.16
2008,四川,0,1,7.514706936,0,-0.022546487,0,2.39,6239,7.67E-05,0.41826087,8138,7372.2,15495,657.8338,0.715729129,1210.13,919.11
2009,四川,0,1,7.693972767,0,-0.021424625,0,2.72,5503,6.72E-05,0.401740211,8185,7247.1,17339,808.8479,1.014420142,1324.61,797.35
2010,四川,0,1,7.635373602,0,-0.040204459,0,2.31,4829.5,6.00E-05,0.387049481,8045,7062.4,21182,895.1781,0.331059438,1549.03,2703.98
2011,四川,1,1,8.216530904,1,-0.029178496,-0.029178496,2.98,4156,5.16E-05,0.374047678,8050,6877.7,26133,1024.413,0.177933194,1751.44,5757.29
2012,四川,1,1,8.47831667,1,-0.026470186,-0.026470186,2.97,3866,4.79E-05,0.355973914,8076,6738.6,29608,1202.48275,3.521901268,1830.7,341.43
2013,四川,1,1,8.447450373,1,-0.026161466,-0.026161466,3,3723,4.59E-05,0.34300404,8107,6690.4,32617,1380.5525,0.289271182,1949,4772.52
2014,四川,1,1,8.347598253,1,-0.027929444,-0.027929444,3.2,4044,4.97E-05,0.330004871,8140,6717.9,35128,1450.8458,0.503048011,2014.79,2884.11
2005,天津,0,0,9.512898561,0,0.01192569,0,1.43,5793,0.000555417,0.822676335,1043,978.1,35783,147.9873,0.024210601,384.84,6112.5
2006,天津,0,0,9.729238382,0,0.014680729,0,1.6,349,3.25E-05,0.819972826,1075,969.4,40961,142.8992,0.009091165,433.65,15718.47
2007,天津,0,0,9.807712514,0,0.016709302,0,2.05,338,3.03E-05,0.815286624,1115,989.6,47970,165.7108,0.007621673,494.91,21742.05
2008,天津,0,0,9.877548919,0,0.03280852,0,2.19,318,2.70E-05,0.804428044,1176,1011.4,58656,206.0843,0.019492965,515.88,10572.24
2009,天津,0,0,10.05154946,0,0.018217687,0,2.6,289,2.35E-05,0.795996921,1228,1047.3,62574,238.1672,0.038341093,550.16,6211.8
2010,天津,0,0,9.731821814,0,0.03181759,0,2.6,270,2.08E-05,0.780130293,1299,1102.5,72994,292.097,0.068324866,645.74,4275.12
2011,天津,1,0,10.39994555,0,0.018110085,0.018110085,2.5,251,1.85E-05,0.772108844,1355,1157.7,85213,413.6097,0.044452556,695.15,9304.52
2012,天津,1,0,10.51167785,0,0.016504428,0.016504428,2.63,233,1.65E-05,0.7632287,1413,1179.1,93173,491.7856,0.099466168,722.5,4944.25
2013,天津,1,0,10.53859437,0,0.018955131,0.018955131,2.28,222,1.51E-05,0.757209302,1472,1215,100105,569.9615,0.116828666,774.5,4878.61
2014,天津,1,0,10.50439883,0,0.009170652,0.009170652,2.14,263,1.73E-05,0.75071908,1517,1251.7,105231,632.6265,0.055166425,794.36,11467.6
2005,西藏,0,0,3.738414412,0,-0.092706044,0,10.79,11953,0.004268929,0.257861635,280,260.5,9114,30.1722,0.007722146,11.09633659,3907.23
2006,西藏,0,0,4.160525201,0,-0.099142857,0,11.7,887,0.000311228,0.237179487,285,257.4,10396,27.6921,0.025985624,13,1065.67
2007,西藏,0,0,4.617659309,0,-0.098964912,0,11.3,745,0.000257785,0.227272727,289,258.7,12083,42.0562,0.0088611,15,4746.16
2008,西藏,0,0,4.711530398,0,-0.092619377,0,10.3,759,0.000259932,0.227722772,292,257.6,13588,49.4122,0.001858457,16,26587.76
2009,西藏,0,0,4.547789474,0,-0.08870137,0,10.24,812,0.000274324,0.226666667,296,255.6,15008,59.7448,0.007770499,17.7,7688.67
2010,西藏,0,0,4.756744675,0,-0.088986486,0,10.25,700.5,0.0002335,0.222972973,300,257.35,17027,66.2293,0.008694396,20.41,7617.47
2011,西藏,1,0,5.510828025,0,-0.0926,-0.0926,10.26,589,0.000194389,0.219178082,303,259.1,20077,82.6102,0.006682165,23.77,12362.79
2012,西藏,1,0,5.071183533,0,-0.08619835,-0.08619835,10.27,696,0.000225974,0.214532872,308,256.7,22936,101.6423,0.004641161,27.8,21900.19
2013,西藏,1,0,4.367391304,0,-0.090812987,-0.090812987,10.38,814,0.000260897,0.210526316,312,257.5,26326,120.6744,0.02503343,30.7,4820.53
2014,西藏,1,0,4.221937687,0,-0.086269231,-0.086269231,10.55,789,0.000248113,0.207142857,318,262,29252,152.9504,0.020167909,33.98,7583.85
2005,新疆,0,0,8.20328553,0,-0.093690917,0,11.38,16919,0.000841741,0.460835509,2010,1878.05,13108,152.7225,0.021912915,310.14,6969.52
2006,新疆,0,0,8.295374079,0,-0.087699502,0,10.76,964,4.70E-05,0.444787986,2050,1868.1,14871,153.2703,0.050330776,356.2,3045.26
2007,新疆,0,0,8.511337609,0,-0.09584878,0,11.78,637,3.04E-05,0.439767129,2095,1887.2,16999,191.6673,0.264040915,413.32,725.9
2008,新疆,0,0,8.555796688,0,-0.094516229,0,11.17,698,3.28E-05,0.435491172,2131,1900.4,19797,250.1661,0.385761141,479.37,648.5
2009,新疆,0,0,8.658009403,0,-0.092460629,0,10.56,509,2.36E-05,0.43020595,2159,1897.9,19942,295.9264,0.129943311,547.88,2277.35
2010,新疆,0,0,8.14458,0,-0.093557388,0,10.56,525,2.40E-05,0.398332561,2185,1892.5,25034,365.5998,0.077072061,661.96,4743.61
2011,新疆,1,0,9.177034884,0,-0.094716018,-0.094716018,10.57,541,2.45E-05,0.396527452,2209,1887.1,30087,460.5867,1.584078622,839.1,290.76
2012,新疆,1,0,9.049911295,0,-0.097535355,-0.097535355,10.84,507,2.27E-05,0.391408115,2233,1863,33796,529.78615,0.132840409,1151.5,3988.14
2013,新疆,1,0,8.987528077,0,-0.095317331,-0.095317331,10.92,598,2.64E-05,0.379512195,2264,1868.8,37553,598.9856,0.25608838,1539.8,2338.98
2014,新疆,1,0,9.18006205,0,-0.099682332,-0.099682332,11.47,486,2.11E-05,0.371641791,2298,1896.9,40648,634.9792,0.073068086,1900.24,8690.24
2005,云南,0,1,6.377819318,0,-0.058911828,0,7.97,89713,0.002016022,0.417267713,4450,4203.95,7835,198.5088,0.01479457,557.25,13417.68
2006,云南,0,1,6.662577009,0,-0.06158427,0,6.9,5276,0.000117689,0.404736505,4483,4135.9,8961,231.1083,0.012426053,645.61,18598.69
2007,云南,0,1,6.785055278,0,-0.061684988,0,6.86,5158,0.000114267,0.39300279,4514,4126.9,10609,275.7505,0.029818408,745.52,9247.66
2008,云南,0,1,6.901843233,0,-0.056775543,0,6.32,4239,9.33E-05,0.367955085,4543,4094.7,12570,342.2932,0.06208049,829.44,5513.7
2009,云南,0,1,6.905297591,0,-0.054636672,0,6.08,4363,9.54E-05,0.347023033,4571,4046,13539,440.8081,0.121761112,891.19,3620.27
2010,云南,0,1,7.00608,0,-0.058618114,0,6.54,3568,7.75E-05,0.339969372,4602,4001.2,15752,533.6317,0.066312223,1004.07,8047.26
2011,云南,1,1,7.68604556,1,-0.057198392,-0.057198392,6.35,2773,5.99E-05,0.329958177,4631,3956.4,19265,658.2935,0.168575786,1204.07,3905.03
2012,云南,1,1,7.849554328,1,-0.05615379,-0.05615379,6.22,2608,5.60E-05,0.31590607,4659,3887.4,22195,779.49235,0.184254065,1315.9,4230.53
2013,云南,1,1,7.842156973,1,-0.055690127,-0.055690127,6.17,2614,5.58E-05,0.304929735,4687,3868,25322,900.6912,0.089960178,1459.8,10012.11
2014,云南,1,1,7.78661413,1,-0.056239386,-0.056239386,6.2,2596,5.51E-05,0.29505618,4714,3890.2,27264,919.9396,0.23554132,1529.38,3905.64
2005,浙江,0,1,7.613714694,0,-0.040325972,0,5.02,65172,0.00130579,0.64869281,4991,4560.25,27703,568.4275,0.618696599,1642.31,918.75
2006,浙江,0,1,8.060192914,0,-0.032470787,0,4.87,3947,7.78E-05,0.640050928,5072,4552.3,31684,631.5051,0.158506338,1909.23,3984.1
2007,浙江,0,1,8.105652635,0,-0.031735647,0,4.81,3960,7.68E-05,0.631915282,5155,4584.4,36676,705.8575,0.031291658,2189.37,22557.37
2008,浙江,0,1,8.238190424,0,-0.034742774,0,4.58,3703,7.10E-05,0.622917811,5212,4590,41405,797.2834,0.120871939,2322.87,6596.1
2009,浙江,0,1,8.404337651,0,-0.034020645,0,4.63,3156,5.98E-05,0.616118965,5276,4547.2,43842,891.1507,0.135223825,2471.44,6590.19
2010,浙江,0,1,8.15067,0,-0.014889083,0,4.73,2854.5,5.24E-05,0.579037149,5447,4607.3,51711,1062.5688,0.100361448,2820.93,10587.42
2011,浙江,1,1,8.820353181,1,-0.037762603,-0.037762603,4.07,2553,4.67E-05,0.575978511,5463,4667.4,59249,1206.9078,0.065711131,3116.91,18366.87
2012,浙江,1,1,9.211227908,1,-0.043437306,-0.043437306,4.6,2051,3.74E-05,0.572065955,5477,4570,63374,1327.97585,0.327348882,3210.6,4056.76
2013,浙江,1,1,9.367528909,1,-0.041765784,-0.041765784,4.56,2150,3.91E-05,0.565063091,5498,4537.6,68805,1449.0439,0.221069784,3453.1,6554.69
2014,浙江,1,1,9.057480863,1,-0.048181157,-0.048181157,5,2341,4.25E-05,0.560208375,5508,4545.6,73002,1607.9755,0.300546618,3506.39,5350.17
2005,重庆,0,1,7.391844695,0,-0.029777656,0,3,34244,0.001223874,0.596121698,2798,2827.9,10982,173.1033,0.066471072,347.68,2604.19
2006,重庆,0,1,7.573392063,0,-0.030426019,0,3.4,2032,7.24E-05,0.583501684,2808,2600.5,12437,168.1572,0.274493071,405.2,612.61
2007,重庆,0,1,7.723965177,0,-0.035150997,0,3.8,1677,5.96E-05,0.569779287,2816,2585,16629,230.9734,0.425114849,449.22,543.32
2008,重庆,0,1,7.786963765,0,-0.029832386,0,3.8,1614,5.69E-05,0.550188421,2839,2554.5,20490,266.258,0.137673606,484.41,1933.98
2009,重庆,0,1,7.934099358,0,-0.029955266,0,3.7,1471,5.15E-05,0.529982669,2859,2528.4,22920,330.9977,0.084143686,533.8,3933.72
2010,重庆,0,1,7.964141196,0,-0.018605911,0,2.77,1257,4.36E-05,0.515914655,2885,2511.15,27596,406.8437,1.635223875,626.44,248.8
2011,重庆,1,1,8.77935214,1,-0.019914905,-0.019914905,3.17,1043,3.57E-05,0.499823882,2919,2493.9,34500,503.955,0.145536903,717.03,3462.73
2012,重庆,1,1,8.635602412,1,-0.03109284,-0.03109284,4,1082,3.67E-05,0.482954545,2945,2457.3,38914,580.2586,0.289345175,723.5,2005.42
2013,重庆,1,1,8.675990474,1,-0.027511036,-0.027511036,3.6,995,3.35E-05,0.466880342,2970,2451.2,43223,656.5622,0.08890363,813.3,7385.1
2014,重庆,1,1,8.955508748,1,-0.029129293,-0.029129293,3.62,1071,3.58E-05,0.452108649,2991,2468.7,47850,697.9973,0.201284216,867.24,3467.72
